2025-12-07 11:01:17, 85.0270
2025-12-07 11:41:45, 68.9496
2025-12-07 12:16:41, 70.9558
2025-12-07 13:02:46, 56.6352
2025-12-07 13:33:52, 64.9585
2025-12-07 14:14:11, 52.4397
2025-12-07 15:12:33, 31.7430
2025-12-07 15:54:29, 37.6765
2025-12-07 16:36:15, 43.2501
2025-12-07 17:16:01, 41.5254
2025-12-07 18:04:30, 46.9366
2025-12-07 18:51:53, 37.3476
2025-12-07 19:38:00, 36.1103
2025-12-07 20:15:31, 26.5041
2025-12-08 02:19:54, 33.1590
2025-12-08 03:01:21, 25.5671
2025-12-08 03:48:55, 32.2337
2025-12-08 04:23:09, 32.0421
2025-12-08 05:00:07, 27.8717
2025-12-08 05:38:41, 37.9742
2025-12-08 06:15:53, 33.8450
2025-12-08 06:48:45, 30.3376
2025-12-09 01:09:33, 29.1403
2025-12-09 01:44:54, 28.4499
2025-12-09 02:21:19, 30.3791
2025-12-09 03:01:23, 28.9312
2025-12-09 03:35:15, 27.6372
2025-12-09 04:15:44, 26.5871
2025-12-09 04:51:44, 26.9956
2025-12-09 05:29:26, 28.0323
2025-12-09 06:04:11, 28.4898
2025-12-09 06:42:16, 25.0494
2025-12-09 07:22:43, 28.9653
2025-12-09 07:53:12, 26.8558
2025-12-09 08:34:19, 26.3041
2025-12-09 09:10:07, 24.0999
2025-12-09 09:44:03, 27.9529
